No,Type,Title,Authors,Volume,Issue,Published,Status,DOI,Paper_Link
619,Method,Hybrid Gaussian Deformation for Efficient Remote Sensing Object Detection,"Wenda Zhao, Xiao Zhang, Haipeng Wang, Huchuan Lu",47.0,10.0,2025-10,Issue,10.1109/tpami.2025.3583006,https://doi.org/10.1109/tpami.2025.3583006
620,Method,High-Quality Pseudo-Labeling for Point Cloud Segmentation With Scene-Level Annotation,"Lunhao Duan, Shanshan Zhao, Xingxing Weng, Jing Zhang, Gui-Song Xia",47.0,10.0,2025-10,Issue,10.1109/tpami.2025.3583071,https://doi.org/10.1109/tpami.2025.3583071
621,Method,Accelerated Self-Supervised Multi-Illumination Color Constancy With Hybrid Knowledge Distillation,"Ziyu Feng, Bing Li, Congyan Lang, Zheming Xu, Haina Qin, Juan Wang, Weihua Xiong",47.0,10.0,2025-10,Issue,10.1109/tpami.2025.3583090,https://doi.org/10.1109/tpami.2025.3583090
622,Method,On the Trade-Off Between Flatness and Optimization in Distributed Learning,"Ying Cao, Zhaoxian Wu, Kun Yuan, Ali H. Sayed",47.0,10.0,2025-10,Issue,10.1109/tpami.2025.3583104,https://doi.org/10.1109/tpami.2025.3583104
623,Method,Revisiting Essential and Nonessential Settings of Evidential Deep Learning,"Mengyuan Chen, Junyu Gao, Changsheng Xu",47.0,10.0,2025-10,Issue,10.1109/tpami.2025.3583410,https://doi.org/10.1109/tpami.2025.3583410
624,Method,Systematic Investigation of Sparse Perturbed Sharpness-Aware Minimization Optimizer,"Peng Mi, Li Shen, Tianhe Ren, Yiyi Zhou, Tianshuo Xu, Xiaoshuai Sun, Tongliang Liu, Rongrong Ji, Dacheng Tao",47.0,10.0,2025-10,Issue,10.1109/tpami.2025.3581310,https://doi.org/10.1109/tpami.2025.3581310
625,Method,V3D: Video Diffusion Models are Effective 3D Generators,"Zilong Chen, Yikai Wang, Feng Wang, Zhengyi Wang, Fuchun Sun, Huaping Liu",,,2025,Early Access,10.1109/tpami.2025.3581312,https://doi.org/10.1109/tpami.2025.3581312
626,Method,From Concrete to Abstract: Multi-View Clustering on Relational Knowledge,"Ke Liang, Lingyuan Meng, Hao Li, Jun Wang, Long Lan, Miaomiao Li, Xinwang Liu, Huaimin Wang",47.0,10.0,2025-10,Issue,10.1109/tpami.2025.3582689,https://doi.org/10.1109/tpami.2025.3582689
627,Method,NICE: Improving Panoptic Narrative Detection and Segmentation With Cascading Collaborative Learning,"Haowei Wang, Jiayi Ji, Tianyu Guo, Yilong Yang, Xiaoshuai Sun, Rongrong Ji",47.0,10.0,2025-10,Issue,10.1109/tpami.2025.3583795,https://doi.org/10.1109/tpami.2025.3583795
628,Method,Reliable Few-Shot Learning Under Dual Noises,"Ji Zhang, Jingkuan Song, Lianli Gao, Nicu Sebe, Heng Tao Shen",47.0,10.0,2025-10,Issue,10.1109/tpami.2025.3584051,https://doi.org/10.1109/tpami.2025.3584051
629,Method,Distilling the Unknown to Unveil Certainty,"Zhilin Zhao, Longbing Cao, Yixuan Zhang, Kun-Yu Lin, Wei-Shi Zheng",47.0,10.0,2025-10,Issue,10.1109/tpami.2025.3584386,https://doi.org/10.1109/tpami.2025.3584386
630,Method,Self-Supervised Learning of LiDAR 3D Point Clouds via 2D-3D Neural Calibration,"Yifan Zhang, Junhui Hou, Siyu Ren, Jinjian Wu, Yixuan Yuan, Guangming Shi",47.0,10.0,2025-10,Issue,10.1109/tpami.2025.3584625,https://doi.org/10.1109/tpami.2025.3584625
